"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"754","warborn.view","src/warborn/view/OptionsMenuView.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"755","warborn.view","src/warborn/view/OptionsMenuView.java","3","21","Perhaps 'model' could be replaced by a local variable.","Design Rules","SingularField"
"756","warborn.view","src/warborn/view/OptionsMenuView.java","3","21","Private field 'model' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"757","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"758","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"759","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"760","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Private field 'btExit' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"761","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Private field 'btMainMenu' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"762","warborn.view","src/warborn/view/OptionsMenuView.java","3","22","Private field 'btResume' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"763","warborn.view","src/warborn/view/OptionsMenuView.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"764","warborn.view","src/warborn/view/OptionsMenuView.java","3","23","Private field 'frame' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"765","warborn.view","src/warborn/view/OptionsMenuView.java","3","28","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"766","warborn.view","src/warborn/view/OptionsMenuView.java","3","28","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"767","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"768","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"769","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"770","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"771","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","19","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"772","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","19","Parameter 'number' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"773","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","25","Switch statements should have a default label","Design Rules","SwitchStmtsShouldHaveDefault"
"774","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","51","Local variable 'lbRace' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"775","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","56","Local variable 'lbBackground' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"776","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","78","Local variable 'boxModel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"777","warborn.view","src/warborn/view/PlayerSelectionPanel.java","3","86","Local variable 'boxModel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"778","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"779","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"780","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"781","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Private field 'btAddPlayer' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"782","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Private field 'btRemovePlayer' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"783","warborn.view","src/warborn/view/SelectionPanel.java","3","14","Private field 'btStartGame' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"784","warborn.view","src/warborn/view/SelectionPanel.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"785","warborn.view","src/warborn/view/SelectionPanel.java","3","15","Private field 'cbMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"786","warborn.view","src/warborn/view/SelectionPanel.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"787","warborn.view","src/warborn/view/SelectionPanel.java","3","16","Private field 'lbMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"788","warborn.view","src/warborn/view/SelectionPanel.java","3","18","Perhaps 'model' could be replaced by a local variable.","Design Rules","SingularField"
"789","warborn.view","src/warborn/view/SelectionPanel.java","3","23","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"790","warborn.view","src/warborn/view/SelectionPanel.java","3","23","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"791","warborn.view","src/warborn/view/SelectionPanel.java","3","47","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"792","warborn.view","src/warborn/view/SelectionPanel.java","3","64","Avoid variables with short names like I","Naming Rules","ShortVariable"
"793","warborn.view","src/warborn/view/SelectionPanel.java","3","78","Local variable 'boxModel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"794","warborn.view","src/warborn/view/SelectionPanel.java","3","79","Local variable 'mapNames' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"795","warborn.view","src/warborn/view/SelectionPanel.java","5","103","Found 'DD'-anomaly for variable 'btColors' (lines '103'-'105').","Controversial Rules","DataflowAnomalyAnalysis"
"796","warborn.view","src/warborn/view/SelectionPanel.java","5","105","Found 'DD'-anomaly for variable 'btColors' (lines '105'-'105').","Controversial Rules","DataflowAnomalyAnalysis"
"797","warborn.view","src/warborn/view/SelectionPanel.java","5","111","Found 'DD'-anomaly for variable 'names' (lines '111'-'113').","Controversial Rules","DataflowAnomalyAnalysis"
"798","warborn.view","src/warborn/view/SelectionPanel.java","5","113","Found 'DD'-anomaly for variable 'names' (lines '113'-'113').","Controversial Rules","DataflowAnomalyAnalysis"
"799","warborn.view","src/warborn/view/SelectionPanel.java","5","119","Found 'DD'-anomaly for variable 'colors' (lines '119'-'121').","Controversial Rules","DataflowAnomalyAnalysis"
"800","warborn.view","src/warborn/view/SelectionPanel.java","5","121","Found 'DD'-anomaly for variable 'colors' (lines '121'-'121').","Controversial Rules","DataflowAnomalyAnalysis"
"801","warborn.view","src/warborn/view/SelectionPanel.java","5","127","Found 'DD'-anomaly for variable 'races' (lines '127'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"802","warborn.view","src/warborn/view/SelectionPanel.java","5","129","Found 'DD'-anomaly for variable 'races' (lines '129'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"803","warborn.view","src/warborn/view/SelectionPanel.java","5","135","Found 'DD'-anomaly for variable 'backgrounds' (lines '135'-'137').","Controversial Rules","DataflowAnomalyAnalysis"
"804","warborn.view","src/warborn/view/SelectionPanel.java","5","137","Found 'DD'-anomaly for variable 'backgrounds' (lines '137'-'137').","Controversial Rules","DataflowAnomalyAnalysis"
"805","warborn.view","src/warborn/view/SelectionPanel.java","3","147","Avoid variables with short names like I","Naming Rules","ShortVariable"
"806","warborn.view","src/warborn/view/SelectionPanel.java","5","147","Found 'DD'-anomaly for variable 'I' (lines '147'-'148').","Controversial Rules","DataflowAnomalyAnalysis"
"807","warborn.view","src/warborn/view/SpellView.java","3","16","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"808","warborn.view","src/warborn/view/SpellView.java","3","16","Parameter 'spell' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"809","warborn.view","src/warborn/view/SpellView.java","3","20","Local variable 'spellIconLbl' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"810","warborn.view","src/warborn/view/SpellView.java","3","25","Local variable 'descriptionLbl' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"811","warborn.view","src/warborn/view/SpellView.java","3","30","Local variable 'spellNameLbl' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"812","warborn.view","src/warborn/view/SpellView.java","3","35","Local variable 'spellCostLbl' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"813","warborn.view","src/warborn/view/SpellView.java","3","37","Do not add empty strings","Optimization Rules","AddEmptyString"
"814","warborn.view","src/warborn/view/SpellbookView.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"815","warborn.view","src/warborn/view/SpellbookView.java","3","12","Private field 'frame' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"816","warborn.view","src/warborn/view/SpellbookView.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"817","warborn.view","src/warborn/view/SpellbookView.java","3","13","Perhaps 'spellbook' could be replaced by a local variable.","Design Rules","SingularField"
"818","warborn.view","src/warborn/view/SpellbookView.java","3","13","Private field 'spellbook' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"819","warborn.view","src/warborn/view/SpellbookView.java","3","18","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"820","warborn.view","src/warborn/view/SpellbookView.java","3","18","Parameter 'spellbook' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"821","warborn.view","src/warborn/view/SpellbookView.java","3","31","Local variable 'page2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"822","warborn.view","src/warborn/view/SpellbookView.java","3","36","Local variable 'page1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"823","warborn.view","src/warborn/view/SpellbookView.java","3","41","Local variable 'spellbooklbl' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"824","warborn.view","src/warborn/view/SpellbookView.java","3","52","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"825","warborn.view","src/warborn/view/SpellbookView.java","3","55","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
